49498,43420,44610,47962,50941,36897,34987,32627,32918,35733,31135,40791,42407,46174,71595,62261,45590,41231,39972,53693,47569,43275,38551,38222,48376,39569,37362,31637,24550,19932,21326,22703,16543,11374,15506,12973,19101,17338,14850,20027,18731,11912,11161,8152,8355,11294,10208,7806,11256,12813,13691,16423,12188,16607,15417,13835,14885,20241,21179,20387,29501,30754,34900,22812,25101,24898,29034,19394,12211,13658,16386,16641,24260,17294,14918,17844,17082,18790,16176,15863,17893,19411,18647,31358,40930,28682,33271,21830,18206,18133,19072,15915,12731,16019,26754,33346,39103,23664,23187,27752,21554,16590,13230,15809,17549,17610,12575,8469,8915,8895,9846,10822,12404,14737,25502,49225,37605,43671,52454,64647,49750,70702,78506,71549,70395,85992,97285,108694
62018,44776,40608,58745,54590,43808,39574,34230,28091,30749,23521,37389,41028,39257,60578,60258,59758,55132,57681,59273,47270,45037,35280,36623,41507,64449,45738,36807,27008,23666,22511,22284,18626,16725,15693,15005,23741,18256,18417,20695,15201,10103,8389,11385,12110,11968,12806,13303,10230,18033,17765,16865,13532,16083,14849,13527,19981,25258,23151,25830,29335,29932,29048,31500,25829,24381,24806,25965,23640,20165,22446,20096,29349,21357,19291,21746,18256,21447,14228,12988,22983,29753,27080,41906,38911,31251,32396,27090,21762,20312,17707,12317,14816,17151,18938,26720,35847,33489,36517,31148,23864,20377,15530,11480,10842,11872,10583,9687,9036,9803,12224,12827,14398,22100,31555,70586,53465,52674,59172,59686,63994,62667,75980,69739,73901,64810,93480,109411
53375,53087,53294,43742,42876,41684,33417,31947,31348,26948,32228,33112,48199,40610,49747,62008,89315,67134,58049,49790,39022,45630,40062,56709,55014,52711,47253,31584,15649,13162,17108,23805,12701,17743,15017,13780,16361,15469,15456,13610,14752,12592,9878,10140,9865,8371,11778,15361,13988,15709,18347,14414,22898,18610,19956,19403,32836,28691,29056,28008,26139,27202,22860,29107,27662,28978,35201,31025,35663,26697,25210,25278,27316,29875,27777,30187,20225,24211,20668,21302,28028,37703,47476,47714,42148,33408,32795,31098,16776,20175,16477,12533,11401,15965,18476,25800,33040,41862,42499,37786,32065,20660,19990,13215,12107,10155,13217,11046,11070,13647,13143,12903,16557,25675,49731,58729,46420,46491,44420,50576,40093,48630,47649,48853,52371,56685,70119,78368
42228,49454,43164,47056,36236,39843,36694,31554,28771,30196,31873,33727,42634,45941,60664,62112,77528,47265,42515,46419,34162,41511,40913,45998,41593,44764,34213,22561,12450,14317,14299,18582,18448,17717,16160,13488,11937,12890,12969,12585,15151,12043,9094,10325,7418,11359,10244,12932,10194,12559,18075,18439,28881,29639,23713,28851,32908,30021,27262,33921,33428,24807,16474,32302,30784,33200,40063,39079,42913,39924,26398,34579,34750,44597,46055,28231,29063,28134,21872,19941,25759,34645,43063,51936,43972,38511,30611,26444,17035,18573,18452,16801,17110,16296,18493,22115,32979,40844,30783,39652,32222,23261,15302,15629,14172,13618,18671,13069,10929,18874,14745,19600,21555,22789,41521,42452,43790,38792,44059,45265,41580,41574,41874,45890,43851,53383,42416,39467
36103,33900,34530,46029,32087,44887,46297,35294,26295,26229,33719,45018,50172,49059,79250,73325,66231,50985,48789,44360,38234,28643,35086,43639,44329,41737,35551,19114,12344,12417,11835,17532,22419,22547,15421,10457,7400,10178,11282,10907,15621,12775,8233,5976,7778,8306,7335,9303,11664,16938,21281,26043,27141,39425,42519,34924,32163,31218,29620,31956,30043,25251,28565,37365,37645,38176,52439,54702,41599,42356,30395,39760,51542,53982,46280,35964,28128,17151,23736,29981,29606,29180,33756,36591,42516,45603,32031,31625,20995,17801,16175,21110,20181,18126,17153,28385,37099,40210,37960,25852,28849,26415,20926,17926,20195,16316,20534,19385,18193,19944,23801,26640,24804,28958,31112,36586,35910,34923,34991,35004,35995,37190,41682,36257,41367,41764,38341,42321
42391,35403,33485,32500,36943,37071,36360,33197,28465,30364,38914,53700,47931,73042,98041,110014,96555,70557,47595,43634,34083,34951,25155,35872,38184,38013,22469,22563,15256,13575,16447,17591,17593,19027,15057,10302,11616,12111,9948,14090,16619,19041,12134,9603,10291,11884,9800,9259,10985,15899,19054,23113,25652,33949,33200,30103,31503,33920,33052,22955,25445,26830,38465,39977,46842,46647,48985,59730,43478,49848,57867,48880,54796,49628,40450,34429,31216,19355,24326,25784,28503,36340,33591,37814,44614,38895,30615,32959,18568,23999,15854,17141,19365,19260,15723,23583,30121,37991,32874,19539,27102,22596,20682,21369,17972,15390,22586,20320,22178,18306,21838,25723,26662,28260,28401,32472,32515,26208,28173,28083,32536,30140,33430,26607,33565,36317,36562,33242
48354,35836,34708,33037,39937,42910,36551,34097,33794,27441,32395,47933,59125,75393,72802,87117,94705,78860,47674,45424,47491,34188,24806,29568,28192,27595,21105,19118,19207,12990,18224,19022,19095,21705,12568,10088,14278,14019,17136,20002,16922,20323,22713,15424,12567,10661,11622,14038,15179,21494,25333,21754,26775,35673,30005,27292,25292,22176,26885,24603,30820,26046,25298,40562,35519,39227,64158,81927,59399,46524,59797,54452,55254,51176,43605,36708,31202,27052,24005,28741,27029,32862,36902,29647,42770,34756,31395,24836,25327,33782,25142,20510,20942,24768,19705,23281,29866,35794,31141,28822,31825,24614,38118,24007,24052,30661,30558,33683,30751,27809,24281,23706,24254,27092,23170,23359,22011,20246,22338,23945,22132,36992,29144,27989,30958,31922,29258,25775
40773,42010,27515,30541,38286,38473,29991,27618,31588,39190,36949,43516,60946,74473,68963,71300,74450,59008,47164,53682,46641,35431,21224,21583,22381,16411,10861,10595,11399,13406,10934,15538,14588,17099,16178,16223,14048,16602,14216,19747,20905,24177,25866,18048,19090,17556,16982,16905,19808,25178,26064,23112,30425,34932,33435,19750,23792,23931,25887,24302,28721,34027,23233,48284,57819,45814,59003,52449,44994,47499,48145,42544,40786,49945,45103,53369,39615,29758,27366,29796,27059,23595,42071,47831,40490,41005,33774,37924,27085,28064,34225,24230,24593,23595,14639,21220,27429,32734,30256,30573,38499,36555,36009,30177,27488,30789,27316,30838,25651,28438,28464,23638,23965,30813,29204,27093,19588,22765,18115,20831,24329,23194,25058,28916,37239,27896,28275,28769
34740,32096,28972,32711,31747,43016,27467,30618,36753,48159,42034,55308,51089,70702,74591,71478,51903,48522,40891,33262,34717,27956,25114,22984,19502,12602,13977,8969,11320,12076,8681,15907,14996,12978,22954,28008,24044,17171,19626,25770,24117,19283,23222,19457,16141,16241,17273,22576,28605,26138,26721,28174,24511,30142,27367,25687,25202,22436,22766,24513,32974,34526,43166,52622,46580,43638,45174,55257,38481,55068,50519,52391,60208,43412,49778,56922,48749,33030,28251,27311,27634,27795,36280,48685,47049,40214,44128,37607,27407,37845,27994,25515,24801,22511,24138,25415,24670,27166,27248,30160,30051,32243,36540,42162,27336,34735,35569,33454,26955,30278,31313,33003,24732,24563,20633,17426,18930,16365,20539,27280,23470,32484,28610,31929,27973,29989,24737,28984
33374,24521,28203,28493,27732,26199,23509,26365,30538,38411,54575,48239,68093,84576,65366,66440,47665,51521,59943,44829,31472,30899,25671,22690,20093,17905,17964,12144,10162,12438,10014,12415,12678,12272,17518,24973,28369,25737,17576,19968,19401,22926,23345,15856,16901,13670,16079,23957,33530,29735,24109,27433,24630,25009,24902,26057,26018,30586,29271,22641,24907,28710,30965,38882,38089,49608,38331,38974,53111,46453,55112,60180,55679,43617,41148,43552,31805,24432,23341,29983,32848,27443,29726,35483,29807,31581,46013,32293,38311,38820,43166,30533,25819,24500,23817,28585,33933,33288,29373,37383,44129,40270,39684,37835,37543,39828,53882,39807,32785,33608,26955,30188,27917,24138,14699,12856,15680,14223,22172,23381,25139,32230,29506,32387,30582,26301,27686,29940
