87598,92359,88316,96540,108499,128301,105733,126123,124964,164363,190235,181071,172825,194264,221806,198829,142192,121499,129858,121090,132698,153043,167538,177631,124459,159796,170494,204694,174751,177622,154035,163725,160800,145392,120150,104557,100309,99991,132484,148606,130337,139981,167659,158838,169290,177773,169481,159587,143872,120235,116601,105237,86940,73509,73885,74830,66716,63436,85877,89283,83636,101954,97396,94842,92446,82973,75801,81877,58379,62805,63492,54237,48772,54672,58564,59534,70864,76928,71967,72343,84867,85791,77460,98541,68994,46899,37560,47566,38885,33768,33227,31410,31411,24969,24574,22070,24283,26236,24733,22578,22613,19358,21524,25053,21902,18276,15933,25333,23145,29380,19776,22745,21184,20128,19697,33803,29301,35199,40953,48441,41412,43990,32949,26480,27236,24610,22512,24016,24582,25144,22838,16204,16152,22160,18992,25749,32307,36388,39579,38156,34843,41679,49024,47424,59858,67990,55406,44092,48060,62043,87056,76780,76085,81333,80139,76683,74072,80677,94281,111719,122373,149566,154897,171819,175276,179096,192767,229818,226775,216356,189494,201702,220922,234600,200051,164217,163412,196796,189947,147836,150278,152311,169862,183272,195529,250987,343938,291849,239508,211259,203532,198214,177410,178490,193670,199978,158089,155993,178179,174323,202599,209427,197213,206215,246653,242132,259628,225071,242064,261168,174085,210706,147807,146070,155816,178418,193385,177815,171658,219375,224237,193960,172273,172129,126975,145363,121874,107757,96242,83288,90603,109446,100093,114268,102619,126740,108277,104880,112431,136210,147525,148246,144487,120936,114149,103371,100397,103074,115354,104776,88934,77631,72244,74299,75957,99924
90407,78604,97216,83024,95279,98401,98224,102653,128828,125989,129109,163990,201790,168372,186935,141735,120582,125663,103179,112993,113415,135085,125285,134707,146231,164630,183299,162840,179874,189309,189412,197422,200670,152648,111242,107542,103042,122769,107865,134555,145665,135425,134021,161400,169403,184188,163384,122595,111756,98919,95390,86119,85138,78850,75889,70810,90970,80862,91129,87265,85727,94494,96614,81571,73772,83290,81405,75242,48636,39823,42992,40319,42893,48485,48983,47203,62736,79749,98673,115085,100063,106838,112248,98479,73903,54553,47614,42324,42066,40497,41747,47210,39357,32773,24670,20483,25372,25993,28551,20122,25222,25022,30048,27095,21241,22102,27739,25022,24386,26660,23431,21821,18593,21315,29105,38390,34408,39979,42035,55647,42967,37207,36138,22703,22984,16813,19960,31208,29352,28690,19506,20396,16504,14842,14401,20611,29764,37684,48399,31316,39365,39163,44682,46219,56551,66085,47772,51418,58460,65249,98275,91416,84442,83323,77882,85556,85063,93241,117663,123704,175936,156199,149486,148623,183683,214007,188655,218418,214208,189520,180705,181144,200453,226819,183035,174917,168349,193791,186563,146947,144181,180912,190544,208048,219795,255487,275174,267102,224633,237847,228704,188784,178130,218988,169412,175622,190428,151576,182463,158208,160475,190970,168659,190134,194827,209260,219514,195900,197955,182957,176707,183516,168225,141905,163399,176491,205599,176980,175894,190753,137743,147154,153536,145194,128911,135593,106819,127496,91743,106481,91522,87362,110756,100616,83365,99941,98890,110088,106024,112269,131125,142673,153036,125875,110900,92709,97749,83857,89639,103584,90841,88000,87318,80634,75821,96462
87517,97688,104415,95301,87633,86335,92498,99898,89063,100807,138723,142741,142371,155571,147332,118684,112458,118610,116336,116851,119721,133808,148436,165228,167845,166682,190309,162289,177172,197385,238035,182085,209276,170805,114420,117210,112960,115153,119403,144667,165936,134803,138260,161445,156900,161083,150676,121999,114014,116969,80396,97703,75970,64019,57016,60173,72605,73640,89018,103245,104640,102974,85968,63772,66727,73415,80097,50050,47345,35138,30582,35280,38721,45345,41842,45172,51600,75018,102836,97011,104762,102961,75228,85714,70566,55588,36334,40788,42645,52544,65991,45310,38629,30025,30191,24447,25419,25324,30063,24726,26202,27989,28588,27018,28605,31832,27250,25159,26507,23111,22657,23693,22973,30783,33398,33526,32918,38331,39781,41091,25678,30344,33381,22811,21072,23290,22467,31995,30827,21145,28299,24873,19475,16190,20574,24607,32826,37530,34741,40855,35852,39292,43149,41717,50094,44592,45725,55376,56674,66488,90835,93111,94084,91373,93134,93520,87488,108869,109059,119376,138388,130646,138955,146565,162389,188669,227438,230436,249346,188446,189745,179161,188286,184186,204061,215207,171360,204141,181248,185616,173544,192176,195810,196276,222791,256036,247587,254289,219543,219732,159668,157647,155797,198474,171618,185881,179437,192866,187811,146946,178251,164729,176928,185979,166753,152138,172370,176646,191182,191971,180108,180349,213760,172660,141631,163437,186150,187775,166448,167780,147017,140354,148668,119770,104897,90777,111845,90320,96387,112643,116476,100514,97234,87030,96169,110220,100739,114356,126809,132207,147089,145214,140977,148349,144684,103678,90444,85466,74497,99469,99549,100202,95678,92650,83062,92995
81149,83664,110792,104872,111338,99982,98696,99541,93317,109212,117499,130021,128062,143850,154616,117507,97315,117921,122117,104982,143910,158599,201949,176752,175358,216261,218790,202966,185770,202846,197520,174701,202325,180073,129274,106416,129528,130648,129542,158169,181125,154230,140528,187607,162750,163408,132314,97675,103551,97695,89597,107571,87579,88201,70365,67065,84565,93510,94030,94368,103562,97357,65992,67966,61603,55712,58338,56767,40596,34416,29824,35828,45199,45500,41117,51626,51499,63045,79966,99847,94351,92869,77037,63674,57221,51869,35499,50089,39841,48491,50639,45199,47797,43672,41147,32194,28978,33973,32908,34253,26075,37350,33434,34935,29737,28035,26696,21494,21948,24017,26513,24871,34588,30907,33244,27033,31424,33061,29949,31735,23172,25714,33458,21605,22640,27737,28464,33682,24068,16058,25046,19499,15809,19980,16518,25408,26723,30859,38313,41146,41735,34018,36448,45226,53629,51173,46777,51988,56062,69969,75594,84367,79045,73591,74437,88321,89544,106964,104678,114610,111747,120442,148537,182428,164378,229699,192839,215895,215762,171028,182674,148083,212644,219933,187897,259624,212194,192665,198441,166243,206185,186229,216130,239467,218201,273153,252211,219938,202411,218079,195249,168356,188193,191573,218716,198131,152929,149122,149288,176084,185727,181867,193067,149456,135774,142031,165925,140811,159548,155221,144273,175215,186604,235134,170755,139352,160584,165300,152137,142695,123063,117222,108165,95963,98412,105215,104479,107215,101333,105167,106210,105155,88943,89127,96830,112708,124088,129240,123745,124329,131325,124911,155620,139598,134668,100264,89813,99029,95518,105275,82411,95230,100380,91147,95026,91455
88668,89958,103527,106992,102408,81055,81917,93604,124250,115098,103505,123042,118857,135562,131714,100125,107107,140163,125412,130173,153268,173127,207062,164295,162110,168783,174836,196864,193931,178421,198734,176484,160232,150876,128380,139492,127919,137308,170149,210985,212786,177252,159264,166444,189209,171337,138609,108308,90775,78018,100847,105148,93915,91120,98798,94907,113064,90454,78807,84088,86055,90338,93435,78677,50762,47619,52484,60380,41620,33572,37528,42522,49562,44775,45998,44604,52523,61189,68496,97223,106414,79892,71972,65218,55319,45000,43073,49354,44385,37625,44869,48339,51228,44554,34873,38846,45730,37930,41403,37636,34722,30441,27965,34589,29209,26727,31770,34586,31322,27691,25740,33703,25672,37069,31068,31804,31233,29061,27338,24812,24314,28269,32993,28261,31307,29335,28061,30334,23623,17867,22089,23157,21895,22271,18829,22966,24270,29389,34426,35932,30826,25928,35997,45202,55577,66330,41257,54701,51966,59868,78485,79762,75677,72404,75003,91978,109945,106451,117035,108811,121011,142282,146426,149585,169390,166035,167135,164717,216583,217696,193658,149569,180724,173268,193507,218868,218134,220592,195319,192478,159729,200619,237302,233345,194470,191264,226651,218880,199616,184154,142144,152397,171050,172381,189636,187812,185486,187782,184653,184982,211056,187851,204538,172722,131251,137712,157735,144380,158261,186028,184525,207625,207211,168254,148313,131025,125668,127048,128466,154928,123603,113125,106372,95251,97346,111337,114674,102044,93417,83896,70815,78980,81251,88432,100577,97883,102982,126187,137232,117171,144904,132900,120949,136330,113441,116158,100484,136088,124518,114113,116225,103235,101531,103806,116406,108115
76685,91417,86670,98104,125214,102252,82032,85586,102559,105624,103710,121349,103566,162259,133533,94490,100595,113931,139441,149005,164054,178084,210258,209197,207390,150031,167620,162904,192695,191567,181711,160973,162529,149381,122750,151241,143128,144508,185834,184804,191562,185423,164604,154378,174057,181489,145051,110522,84831,96137,85908,78502,86997,100082,90632,79641,97485,82237,79649,96277,99956,87855,82277,63223,59031,54970,53177,48848,39768,37447,33854,43261,48607,46457,47111,50605,58078,59563,73837,74761,66984,72863,55083,58374,59306,56557,53421,57709,49489,49932,50651,42138,47968,47801,41064,48626,47341,50979,43211,37720,34208,31883,28304,36059,37241,40846,36326,38559,34571,37453,28478,23899,23373,28225,26928,23267,28735,25758,26464,25992,32456,33076,37938,40690,34183,29760,32911,29581,26728,24370,22377,26538,24976,22650,22437,25028,23459,29411,19458,26656,31406,32566,38138,37776,34013,52610,44900,40235,61669,62227,70580,75835,75253,86238,77633,89157,108334,116029,119697,116283,123741,141342,131602,155739,143075,141544,137565,163703,210932,197152,191747,180756,164415,176687,169450,174853,205460,184276,196746,157034,168451,165715,188547,174765,172925,170902,222171,175040,167849,173421,136290,128022,155354,173465,160262,162050,212720,188322,197480,181606,189463,203767,222156,163281,144660,135252,139100,133954,145502,153995,196619,205120,210440,184598,135133,127008,109877,110383,139368,137031,124869,109454,130591,130732,117819,94084,94536,97598,104494,113134,109047,97891,79090,93191,108431,118378,124017,139627,121670,138961,147376,131543,127922,155278,138120,119827,128536,114255,131827,118970,111131,110306,99462,93430,106129,101248
61090,65452,85687,93209,88227,97870,83529,101447,93754,87900,101700,97733,101605,130099,123186,111887,115294,110626,138212,153893,175767,200410,230896,185199,189797,178083,187289,166915,178554,205846,184155,180727,150263,144109,125418,143330,128399,146903,164682,205919,179253,198689,192646,169407,161928,160178,132282,155184,124679,87958,80841,81377,92241,92777,79026,91671,96293,73568,92261,126010,102213,73560,68196,64479,55264,51378,39336,42976,44380,35957,34719,45695,47157,48752,50580,63257,64814,61981,63302,67813,61790,55234,47983,54887,57155,59566,48055,47505,53425,51157,52801,47670,55712,61472,50817,53709,51842,56246,44370,49320,39287,36147,34762,33724,41836,40317,36512,40292,36979,33901,30573,23153,21462,18906,19685,26157,23451,21573,20580,24821,21715,28415,36809,38753,43988,31726,37928,35025,27923,22286,26787,20921,19136,15966,16003,17220,26062,23250,23072,28646,38396,33479,29194,30088,40564,42543,44944,42504,59379,66171,67822,74943,71457,77359,83722,96925,98129,115156,101168,112892,124826,141227,130355,135919,136877,110929,141996,154824,199406,176762,190540,160340,177814,175568,146099,166991,158609,162306,171784,156250,109932,137076,136031,157663,164237,163626,150987,125254,147906,132849,105282,141356,149831,168522,193670,148980,159322,186412,185268,190229,234863,231165,219159,171410,126635,120989,112174,143503,124684,155858,172898,219964,193403,195169,125257,105249,92747,115067,122915,104485,129825,108369,109414,112526,127711,102886,103015,101348,116469,114845,115490,106089,92024,104070,124557,114964,123943,130329,129798,124642,127900,114289,157344,139637,141660,136794,143458,119701,115186,114038,99765,98836,111952,112909,102824,95081
65171,58077,77615,65740,74516,97363,93882,93855,91459,74036,92098,97998,112620,114969,115917,106513,108062,125311,123294,162821,172022,192649,184020,187273,200698,236825,208329,167536,189034,199921,194778,195500,181766,146037,122820,119476,139534,144248,172043,159152,171366,212035,177476,149260,150081,143763,108683,118394,131437,102925,92705,97191,94726,93077,88177,118021,83744,84538,124093,115666,109909,80428,71718,63907,50964,50562,47443,41442,35076,30954,37193,37398,39316,49608,55944,55523,60762,65074,64837,73523,62473,41169,38179,56219,60954,56274,45327,53620,64816,56276,54435,43412,41632,49918,54534,53761,43493,53751,60238,42882,38792,35344,42004,41524,47052,45238,39433,43083,37041,34467,28741,24251,19127,18561,21144,25006,23231,20354,24703,21682,21169,30568,48254,62616,41404,32837,39741,27636,24815,21334,21774,22379,16710,12936,12189,17085,24841,25018,35618,29297,26034,31999,35805,33208,40038,45656,62186,53023,61798,59295,68119,79991,74120,90629,97450,104093,104943,124357,110624,96732,136967,122040,137483,133602,110191,131493,142173,137301,170630,139945,151236,181842,159775,155292,189527,179019,179603,206694,169709,144472,129381,134381,131304,114992,155571,135384,143504,152084,136047,123865,114235,162146,156792,177860,177442,188746,204978,221842,208305,256640,270514,236077,192689,204465,131786,107487,129098,141607,141694,141079,174043,209292,193271,176885,148169,123881,110913,106287,114620,117370,126053,93856,111483,109103,99149,96174,104857,120660,129946,134710,107414,124640,131321,114137,118577,116113,120961,105359,120046,124674,133157,150876,151412,159401,147309,169510,170222,160555,117693,115262,103141,114195,110525,100396,87289,92839
60103,53932,62974,65329,63322,68963,70002,62132,83314,79097,92519,98696,94957,130460,110538,108952,127862,153384,147126,188924,187799,213308,214119,217823,202006,245200,218945,226952,197020,181879,223364,203947,169019,188000,147953,154832,156373,180431,167122,175685,180044,186023,174408,143443,136876,160873,131626,133810,103859,99250,93568,95608,117639,109934,113257,124798,102315,101205,109181,98182,102267,100102,84730,62678,57662,57677,49072,45716,46583,44575,37880,41582,43283,44848,53635,51584,48752,51131,64503,74399,58529,39225,37451,42805,43098,57943,54171,47412,54018,64022,52680,43854,41081,49974,56435,56056,43842,48979,52047,52186,38800,38211,42506,40625,49950,53701,63335,55117,41651,33347,29462,21906,20487,15941,24598,24790,21985,19016,22022,23475,21231,33650,42890,40199,37340,41522,47789,30730,26338,19168,18255,20673,12726,10371,12656,10998,17485,17654,23386,23324,26011,34276,37978,45955,46418,55068,51205,60406,56824,66629,63001,65002,89137,105951,103802,107574,107110,107321,99621,91828,116811,117773,106006,121937,142695,133839,134848,118623,119719,112679,138140,160251,167597,194690,205648,190174,216725,200597,161666,159235,126402,113842,143501,142458,145977,152565,161567,219137,148992,140671,146001,152227,154045,174337,168079,183964,189015,221483,272373,267735,309222,263051,224233,194578,135032,133816,129739,137712,130663,133210,147171,181862,213241,168348,141888,126726,105554,129769,112986,97268,92097,90357,94204,93250,98799,83501,112871,141218,147352,167172,140876,134654,134743,101711,122707,127126,109378,100243,127550,147522,148345,168096,184384,185563,198620,173059,173386,160074,121585,113429,77988,82132,100804,81162,78835,82988
62377,70023,65405,53762,55281,65049,63070,68653,73123,90562,111213,96958,103711,108247,112646,109586,117319,118424,163563,182899,213417,236650,220693,220859,215977,231219,238513,245510,214904,196003,216079,213103,228168,159771,174971,169710,168595,199550,191354,231832,202379,164785,133357,129573,147316,142529,114747,129002,141325,125239,139189,115753,109181,109774,104739,110756,115116,117876,92211,81901,85874,108551,84286,67990,55449,52979,48395,39669,40417,31731,34384,37492,41076,49996,55218,47888,47003,49540,39873,47131,37860,29956,32904,34001,34658,42356,41846,50560,56455,77853,67663,51602,57695,54257,55772,41669,41473,54243,47468,39857,39086,34009,39189,35664,46109,54205,64624,62179,46359,32115,22823,23561,26279,20392,22005,29112,30185,28922,24754,25914,23882,30788,39101,30990,48757,42995,49544,43606,25605,23438,17145,12575,12778,10139,11050,13592,16784,17171,24427,31660,28080,26449,37212,53415,51038,56643,43520,64706,56983,58249,66335,75121,92205,115929,117547,102511,97871,107219,118657,112683,95171,96039,99828,96652,118408,132988,144472,103442,106727,128035,158960,154558,155334,167307,183470,180161,201364,218639,182117,159533,139827,122069,142318,141726,148397,144322,171080,181947,161396,198497,171121,152432,153921,174223,181419,152211,180841,219166,253442,236779,240109,275090,194994,134356,146814,133604,131299,117097,132376,132471,141094,141057,147473,134400,94298,121745,147400,128918,130216,102144,74523,80911,103452,100548,100911,94649,111043,135058,161450,187531,149617,130665,139130,110778,127929,130890,113202,111056,151568,152190,135807,160421,222862,207063,192078,153107,178523,146643,129107,104473,97312,86652,75513,83819,74748,75343
