35299,48484,57701,77823,90830,93166,82251,95877,78785,98034,94626,91655,97168,82503,79363,75554,60797,76134,50343,40053,23766,31493,34772,43790,48619,29857,24948,33795,46666,46379,42724,31623,27421,23843,33338,29483,37370,43485,30436,24033,32278,21020,18130,13831,12907,14882,19160,26601,35151,31104,38988,36810,38350,27686,18912,26457,20353,14060,17294,21511,25740,34678,45797,59606,62057,49992,60008,59533,54373,59053,74815,74459,39006,42484,32102,30401,21971,29899,34117,30663,33822,32671,26603,30945,29339,29551,29925,28287,28387,24697,24845,21195,23279,28644,35658,28288,24229,37780,44068,39617,47468,45073,45653,49816,51804,48635,90766,108024,128761,108298,152453,136778,204029,230750,211950,223625,222519,181588,186299,204798,183391,190099,248409,179735,245640,203276,169115,201815
41460,51376,76432,74783,96247,105555,74693,86269,72810,75544,107002,97216,93367,87334,105079,104609,78364,49695,38087,32689,30249,31474,35991,52370,42013,31093,29745,41213,53906,51161,52370,37611,26742,27596,37096,32578,46588,59649,45548,31005,36309,25072,19335,21330,17036,17160,20075,39733,34223,26640,29520,37809,32458,27140,19058,23865,28239,20457,17798,22666,28150,38281,48976,75167,72932,57377,50462,58351,65868,70069,86591,108312,72091,44547,30547,36319,28620,26313,32310,21460,30780,28486,21040,29211,30719,38315,43156,44037,33954,28968,18382,21680,27822,30788,41358,40208,42529,41139,58858,54065,49655,41550,46687,55499,65942,60831,92911,114404,141100,165550,168771,158560,173133,247360,272578,260701,229847,185933,163742,156467,171346,177770,179347,186005,152564,146182,195362,192108
34112,45368,86438,97775,129173,130023,133530,90409,70123,113034,109292,99879,71503,106009,98671,91789,70005,43850,43479,31218,40558,40629,37870,50046,52111,35146,44867,38272,69727,52216,48690,32921,30889,39162,44684,42425,50207,50236,44371,51558,37726,28351,25177,23947,20218,13088,15083,21455,23862,25248,32702,32235,29398,26465,20608,29586,32282,28248,23423,21541,29824,33878,37746,48054,69437,49825,58200,64118,73551,62151,75829,93305,54111,46585,26815,25288,26101,27953,27814,27825,27410,27379,27239,30495,36162,44122,46588,48257,64372,41663,27919,24471,28567,39852,40266,31584,41796,45812,50645,52277,66803,58273,57392,60651,64437,77151,75037,95932,136662,158398,192146,155073,158954,222432,275025,252598,164477,146237,122866,119811,111458,152216,157125,179455,142136,161877,172803,218918
35217,44467,63007,57706,91136,105869,112096,116346,82241,111764,106369,86045,110806,112757,113832,82751,56194,42797,48314,51859,49889,42657,48790,38608,42785,46609,39437,53853,54003,49042,50523,38717,45730,32748,41121,45906,49689,47071,45014,49812,48006,33267,32605,22845,24006,20781,20977,24128,28642,21988,31731,30274,23965,20534,25301,33277,40249,47236,35348,32684,31778,36835,35877,41324,53038,50271,60154,68268,97170,80943,88630,69798,60302,41567,28055,27297,25786,29515,25853,22057,19973,25928,30210,25769,36149,52909,73776,62976,78046,47047,37698,40043,37673,38167,43692,43811,45551,52864,52532,64524,66025,57417,81809,46341,57205,67956,91731,150320,167644,176420,172149,155470,167680,224891,265632,190432,158016,148235,149643,162371,152426,119017,156522,149781,188187,227351,202852,218394
49839,52788,53822,67453,76554,70470,92685,112181,124516,137337,97085,92648,81012,93651,119436,125878,65799,43346,45652,60698,53589,45895,47049,40666,65079,65267,82136,86264,64633,51916,49879,46969,39796,54402,50776,61273,74910,68250,59859,64533,62142,46751,46446,43359,28817,25141,30151,26340,23777,22244,27222,37459,32865,27708,31294,41287,44410,57844,38074,39703,34095,37138,42296,44172,52221,49708,60135,68057,76173,94089,99638,73357,64818,47242,32434,26685,29493,30974,26041,28434,17742,20721,25656,36006,48279,52214,52122,61825,58030,36411,45803,41787,37963,39860,56369,71754,60267,61202,60051,62300,73006,66835,80069,53545,65143,90211,90096,102343,148303,179877,147624,167244,173637,184799,231020,241112,220625,196071,192427,206163,221475,172702,144246,170616,204274,246615,255118,216054
73001,73377,72437,82721,89694,91817,108724,111616,143939,143618,104622,76096,101504,86905,115293,84241,101644,76975,53795,50797,52080,46665,45491,67854,85308,86974,102016,110958,88344,61073,75881,67826,63089,55542,65632,76876,90545,94460,85065,65292,72429,54541,48129,51306,39743,29943,39469,36165,32187,28851,34420,39838,33026,36169,38218,57305,64557,55827,49834,47143,35205,36665,43302,46086,58673,73771,67297,67838,72158,89749,73057,56280,40953,38857,40289,36738,33785,24540,27320,44685,33850,28310,20674,36326,54506,58482,44220,52200,58319,41165,33838,43196,41144,45008,48867,79497,63492,59281,79462,91521,90710,79390,59583,66045,87267,90856,144628,121297,132315,187982,206091,214950,252248,279161,223830,286330,212779,254264,261888,253209,215139,227640,181586,183643,178920,187462,227257,194282
90601,86938,76727,88645,104585,93275,92628,84300,98880,119927,101958,105182,111961,125021,113101,101706,95246,81668,70991,41157,40056,53582,47644,66421,90428,96172,117865,108711,82496,75266,95139,102994,72690,80644,94502,96571,107196,109578,67185,51359,80024,70887,60004,60824,43122,40268,40078,33146,38646,30773,39967,43099,47593,50512,45484,57657,69893,61094,65405,62274,42715,41218,46113,48771,50812,71582,96785,75548,57490,64815,49730,48066,41076,39439,31943,40103,34485,26614,31238,42026,52068,51906,36313,54421,47310,55891,50415,56701,48606,31527,35006,42490,45364,52991,50753,64992,69630,60023,74287,98622,99506,95025,78531,85741,88557,96366,122913,136024,101881,141371,206998,174696,230408,289165,272402,328681,266918,291985,300021,234061,242324,200722,161838,166458,140946,124557,115883,186536
105662,121665,113391,103653,94822,101391,76385,76560,85020,110782,107676,113360,106222,122438,99719,111766,64019,78584,78883,54009,56853,47527,73381,93892,78406,83152,89600,106452,65338,74180,66445,87215,109227,102176,112623,88426,81208,74482,67690,66068,77984,64424,57907,56529,50207,47023,41523,36210,32238,27314,33443,41349,49347,46163,52326,76361,81746,72784,74126,58096,52504,47075,53932,50998,54900,77884,113571,99386,72565,65895,53732,49351,44211,32224,34199,34226,29981,30533,37405,28741,37529,53640,63567,75539,56594,51759,49419,53200,55450,42050,35741,41517,40494,52657,58406,62393,73107,65720,84639,106613,138164,139658,110490,89502,101223,89844,120322,120595,168528,185277,190395,238296,269852,295182,275344,309575,378094,253941,257944,212271,211656,229198,171491,136921,107280,112134,134862,128492
135046,99107,114376,105590,89033,73457,83364,98494,105920,92787,147894,123320,121735,126093,98011,69925,81457,81725,86166,67609,69239,69287,84948,103333,93029,76650,60799,89369,79276,75316,59899,77420,102982,103102,110538,126350,78725,76144,70491,77217,73601,60790,50869,54096,59682,52588,28013,27605,25033,23003,29511,28540,45875,54175,49517,63016,62851,73974,53816,56790,46096,54144,59233,66661,72602,81516,71661,94762,78336,61021,50832,52064,34857,41956,34618,34544,38131,40885,55616,42279,48027,62534,59170,53363,49548,49587,49081,46590,56793,41022,31616,35479,33292,50858,49313,52144,50078,85353,89401,119578,137371,122135,137692,102731,116057,120261,128637,125557,182990,142566,151997,168137,218311,204072,246313,357454,376585,299412,246744,251034,221071,205845,233709,135017,127015,119148,116016,151177
123734,126173,86209,81092,64362,104384,89442,110683,98629,98792,159055,164362,123785,92078,118272,98802,94918,93176,93197,108618,82248,81478,97319,97357,83062,80495,78945,88177,94893,70064,60760,79983,87083,98260,109098,140754,85436,99176,65189,69025,58986,50143,80459,79206,76087,55790,36806,43549,30395,24948,31274,30479,33178,38860,53950,70223,64018,77184,47764,49551,52056,54491,67699,86567,72058,67520,60422,64394,64986,43222,42567,41640,39574,31198,41151,30495,30371,45474,52072,45303,39223,46076,45284,47093,41354,45086,52213,60017,54412,43059,40952,33105,29852,38965,59876,56049,61314,66364,84230,93443,122748,135712,131430,135363,115564,175822,126214,172964,178063,157433,166973,200786,234795,236914,248945,335650,430020,455943,365709,283250,293239,305680,206581,196007,174569,167277,112311,113766
