337554,190360,111884,137098,150029,160033,244238,357659,355754,373224,419973,325558,255694,146435,168485,114450,77984,39751,23502,31703,55560,45483,54640,69517,85754,122023,111012,115354,136932,118021,123954,145335,73605,70506,58318,26374,27312,32489,30029,16057,3509,11612,29174,16056,10395,27860,23934,23428,18939,22064,23759,19691,10588,4064,4800,6504,14472,30257,64910,60225,84639,77747,99314,71236
339100,223338,155195,153874,149465,141776,224956,290699,302068,256280,249757,299212,247193,195615,193154,123689,106415,69318,35885,61641,53143,56809,70127,71360,109512,97733,123436,129546,130126,138162,112942,91504,87795,83043,64047,35435,61314,47177,33153,32526,20822,16266,23693,27710,37333,38622,36976,31184,25722,27167,26588,18020,8182,12475,9740,8665,17063,21747,42174,92843,121632,84784,58393,45465
455864,231573,176630,145790,149458,179371,201271,312294,319841,285379,230535,267671,253138,193079,211826,196298,130588,106661,90770,66244,69232,84613,46460,62645,71312,132762,155529,174801,181227,200740,148362,121188,67505,59541,41541,33110,43489,64210,43081,41866,57524,29283,33850,52201,59052,48919,34538,35016,40510,49652,26446,18191,22569,22956,18266,7140,12006,15769,38613,79144,96904,87637,73500,54466
362056,195389,163073,116013,109212,110751,180310,269783,182204,275918,272972,287282,307280,286808,232386,187608,185336,96944,114634,115387,128779,71689,81856,80373,122015,130923,183458,202615,209343,281496,212740,160812,49715,33076,32073,32679,33402,47605,53475,71400,70921,61872,41359,58103,72423,74827,61834,36774,29078,33846,20921,27515,20083,32883,22879,20294,22971,37429,35118,54642,56830,133995,78022,63417
272163,191479,191371,208461,96127,119802,130316,157998,119401,138218,198001,265980,309276,297918,276827,184986,229939,124871,133323,158865,110632,107900,120920,113272,125732,172320,142075,179961,234882,241066,217882,137000,101867,45889,35187,53236,50341,29809,47022,78321,76328,53512,43278,44905,48851,66665,66680,62623,30104,35023,49064,21309,20781,18379,15206,12484,38174,55188,58920,56199,73486,133082,135865,114330
420352,244249,167186,197757,205265,168483,135163,135191,121104,121965,126700,189615,186463,388406,262880,203319,182436,126063,183694,179393,125130,88836,149167,173685,174987,145530,123428,187803,165841,204619,214240,126193,117561,69126,57559,59883,65403,73672,94987,103345,101060,45386,27031,33929,51548,71232,80007,65763,36852,55979,37230,35065,14717,19188,10887,15977,31560,66703,56784,60879,122996,122675,184411,187859
320936,318764,252951,243481,177817,118488,201865,154297,147975,91384,101698,120487,199853,302489,225244,204150,138479,141295,182063,177091,153981,179948,174060,231047,215727,121494,79184,204633,208161,223515,168763,119805,99508,119302,111076,71507,80086,149864,128992,89164,93770,64600,32351,33605,42890,61811,77755,83645,62520,39872,25910,22217,15698,36844,17584,13873,20222,46191,87892,86033,90285,118020,161051,164763
303285,328370,320106,265287,136499,147146,169626,136228,104641,109471,182804,146089,203011,289420,292655,222367,120251,150123,231727,258046,275587,248328,160202,229579,188693,121528,135508,108990,181738,226481,299168,236062,139200,107998,119250,150042,97850,148198,123666,74015,85631,53441,42001,35149,49209,62459,90959,67406,69303,61477,43359,25928,16646,19668,26314,15794,18826,52014,62913,71747,84939,78790,123095,154068
284447,326939,290131,215034,216142,182588,146713,174199,124646,113114,160812,117502,142100,291880,205983,180715,202227,255043,249865,217366,242053,173066,196426,170374,207575,150575,238686,253045,194854,179296,244423,160719,132991,131650,189666,154662,167218,192839,160381,102807,83948,48045,45646,59018,47544,47363,53823,52661,63971,68165,52144,30829,19107,39753,39730,22970,30201,49806,59910,90005,78917,102040,158934,131357
249691,203699,289697,167230,121420,156713,149653,134204,175154,143333,93782,91626,147933,195542,144581,179365,272924,235657,169900,242359,157693,158529,124993,165152,95005,122249,223066,270542,234405,295071,290906,202545,131680,159632,189501,155811,162477,191109,182816,107472,70321,49743,75873,75497,81988,47100,66394,41820,39672,60910,48940,35691,20759,35436,28178,40675,30469,48745,68072,71409,112446,149915,154540,218767
340878,246335,185482,218504,203280,177026,121035,138218,123466,83622,84513,56995,83831,161468,92056,119074,169564,257913,181841,138241,135248,217001,177573,182790,121764,138392,180933,128255,192305,238436,297166,185773,238645,192468,162146,166904,182929,199830,115702,88192,46529,63781,75676,77799,83994,62714,38415,39331,55045,79368,75854,50099,36047,56163,31972,65365,47739,58971,64157,97104,101318,178831,241255,245032
341255,266415,241979,182545,211329,152412,130068,161030,82377,67201,70822,63762,157409,103507,131951,97093,144205,217868,165869,160289,135204,145648,216553,130865,116171,202603,173447,164874,250937,328830,235179,280916,196661,217543,229269,220970,199429,184229,133498,78069,54219,49137,44103,92145,74508,64196,30173,42143,42758,97847,73982,84971,51968,64662,68843,53649,63689,61428,63464,83585,126131,170436,198409,151622
260183,190860,147477,201584,145686,134271,105263,107645,65606,63738,70393,109917,95094,130515,117934,133557,125221,144529,147412,136679,121027,167514,141148,186185,125491,133956,103719,164280,203616,249485,130508,126343,159542,199231,154206,177536,181911,160124,114289,69194,67472,46147,60480,81135,84373,74638,46301,37118,47854,64892,66482,56681,45722,53432,58863,51209,77800,92350,92669,108567,124997,138228,88425,106904
153671,149476,168625,177877,125570,179973,110382,50161,63235,63897,54978,114724,138562,136095,211736,189823,112851,123009,133084,124185,121260,162988,157745,131124,115735,89122,158084,169252,188997,137876,116664,104772,70604,136858,208907,178434,215842,309103,142898,89962,91093,69536,78540,44407,45116,79154,52451,52163,49125,53059,52653,39905,56347,116797,76803,104962,119150,211379,116608,97600,125179,141763,129183,114573
176414,187489,181657,176720,165083,167546,79153,91116,71905,76349,77307,121171,153522,146849,205290,213100,205536,134939,143390,129109,131275,128875,114983,128576,94697,133480,145066,152471,144185,154340,117256,88617,114384,119581,179467,221644,218311,349692,232055,144277,144352,72881,80551,45737,48975,61597,62191,44864,56295,84031,64250,65225,72103,115020,91057,76374,139356,229120,123137,135741,103382,124468,173798,136810
378068,263602,264312,232204,239490,232976,104189,75634,112271,125397,86668,99951,155447,157066,162748,162194,164028,243853,113557,53046,64413,70175,54795,103586,130108,159749,84142,107185,98188,134811,84650,68284,118932,126228,154111,188931,260601,312254,207146,160702,157131,79924,85319,74578,40230,57528,59050,49142,51355,83705,86200,70409,46961,52207,89064,52230,115876,142892,147058,123508,99870,124086,176016,124538
318898,333609,264954,320895,297510,171287,124190,93397,106427,107038,80525,78020,124410,96169,178479,104111,110040,103355,74886,65360,56392,54122,39195,47546,76522,98565,70431,79408,103556,74132,102258,89799,123965,174762,201300,315557,369475,335596,295670,218708,127889,55709,83360,67199,61157,76778,93085,100762,79051,91636,56147,69239,84251,68900,88100,75352,107915,158915,180070,166119,143387,193490,224731,215668
345206,255828,297450,286223,304766,192076,131870,130994,88595,99325,84902,71646,76648,159427,105682,89892,75050,91681,53418,34791,53795,35653,50490,50713,63667,55849,28651,60970,65979,68751,73077,77939,88289,145324,119625,140815,292332,453244,251499,244302,169219,75364,115756,106711,68458,76136,92426,74583,58473,70331,80250,75832,121852,119667,136350,150956,148730,173522,188470,248747,248965,200288,270677,224252
368776,359260,238674,240922,205410,114090,157962,117618,98298,93654,115303,96898,121188,121796,122684,122095,61377,32806,40700,46567,24792,23790,25936,26850,44491,50766,62389,41210,41835,54126,78518,62745,77825,97723,86844,114696,172211,205079,295984,133507,161912,166782,224956,185341,126453,141157,134432,116450,86186,97487,87208,99420,153937,187019,211116,172548,185478,204430,208910,183507,174906,262424,281995,200141
472895,436171,257973,231002,243236,184684,167693,130290,99452,94442,78590,100796,75088,100630,89398,61879,49285,39809,40325,52276,38246,15328,18556,34677,32254,27156,42884,39256,30306,49191,79502,76239,57464,69767,88669,118105,157962,159640,221576,170416,134077,143653,140135,182217,168371,130547,128249,199957,159321,128285,104345,116882,202469,213699,259855,197382,196384,198307,250886,364180,207643,266420,236470,279456
425625,400057,259709,283318,264284,127550,149967,99920,101023,88630,68075,78046,88605,63942,82006,56248,57612,35873,34243,32399,34612,17682,22323,24052,34467,49393,45425,75542,77380,64768,64288,74265,72398,68382,90946,129816,142853,184776,120227,141037,110398,152497,131165,161133,225981,290734,265700,232811,184288,153452,129390,141408,183496,189867,215736,129083,126118,135285,253211,358721,161935,148943,169380,176786
348894,394217,313115,266017,174765,114096,78693,96181,84034,80627,94257,104292,89750,67923,45715,67972,56790,37781,36724,38704,22147,25183,32789,24680,26955,52865,76386,106528,92940,68951,104696,90469,84514,124516,102080,80920,103606,121763,94885,97816,134079,125150,185550,233496,224935,370127,369969,278228,358239,189205,154740,134698,186248,127660,146217,141414,85380,144914,276605,248102,178385,172092,147152,162100
206643,257247,263620,218574,101385,99555,64781,69685,78688,70002,130442,128798,73358,44577,39991,49399,39023,31603,51843,68488,44931,48403,34761,31342,20251,36030,59435,80403,99167,135320,128177,117419,117313,111735,67617,75666,108936,100339,106637,116362,138753,144251,153060,252446,199642,299523,382555,310489,241861,263481,150072,155010,150326,98331,136263,120740,95079,111941,272064,355354,217056,236468,194901,179661
178325,144671,165498,212090,140022,80501,64595,54848,59676,67962,103469,86831,74495,48947,37530,37083,32846,36854,71624,69146,64591,48634,58937,46088,58547,54113,66393,77192,104111,126027,113871,93581,79426,112065,71782,73989,98623,139581,111099,228131,169217,167042,163561,175770,171754,225023,287419,387491,351088,186676,161404,150856,104775,158210,113590,95780,76362,109568,174499,163786,192306,105011,161823,192284
184193,153944,82480,74815,127801,68238,56550,42560,42778,73112,76825,66489,66809,68489,37149,24126,12496,19196,18329,37353,74727,42727,58958,70498,66471,82613,67434,88570,84603,93926,73963,55487,77386,68564,85354,113105,119525,126532,128783,253317,184076,175924,182631,180445,221706,248315,245382,300515,289953,202550,209949,168425,125358,157030,136303,113951,73756,154897,167584,146100,133375,131340,155665,174645
147468,109783,61446,85234,74644,54618,37850,22652,18966,29491,63443,61803,53643,58643,46884,20954,20073,16362,17316,26921,58375,33309,42555,114169,96757,88802,107450,85294,65259,73199,43927,46743,63559,67067,66998,94331,102057,111783,91687,190707,221070,137558,139017,139739,181284,146776,179935,238412,290790,204948,190019,177574,172782,117631,98855,102711,122388,195056,163035,130848,150239,144908,194940,236670
82837,69341,74092,63565,81356,54024,19683,22907,11783,26946,50986,66650,78324,52635,32540,24985,35033,17495,23884,22457,37216,30856,67874,97909,91474,66470,48409,70612,36661,31695,43899,74838,50350,67365,69632,94034,112548,128453,125370,121453,128727,131789,133649,104000,86950,101034,103979,173135,136433,164451,200199,198841,189884,134200,88163,102086,138155,138502,133531,197104,212729,158907,279052,313329
92663,74501,57385,56277,40352,29832,19715,22138,22110,21716,27734,30586,42815,51919,39226,35629,20546,9624,12370,19207,27361,26090,63737,66831,71273,93014,64529,72745,64268,69023,35027,59858,76478,75016,82264,57280,96719,88651,139607,94318,45460,81797,92716,96783,87262,85227,127415,186317,183767,126239,172929,166090,196591,187080,102621,103109,154933,155471,172958,161572,207795,226205,239819,293334
100706,66172,67799,47387,38334,27869,24718,15779,23347,32523,26641,18940,48136,43888,24927,25279,22780,3549,7180,19224,24873,36049,58295,64053,64468,118065,77835,99604,71133,66146,62078,73224,106816,96404,78712,68566,64760,71103,120409,114819,104350,73848,59057,87388,102500,100221,146688,128515,118060,95711,143636,188997,287259,196217,181300,98954,137239,236960,188866,179479,200336,266754,258428,297740
87915,112169,64751,54838,35088,28818,16307,18343,31576,44172,44410,32528,57243,70511,33329,24669,10490,7275,9475,9616,21183,23339,44593,66476,79870,99677,143883,89036,64034,55948,93384,57052,83374,51153,73859,67990,59450,65422,83801,127886,134907,139588,76738,65911,100906,73772,139128,97449,83862,91691,122452,213743,152121,111056,97365,113250,147166,272628,283767,231727,190956,332485,362237,479245
77428,115051,49825,48990,40840,33421,28125,22566,21795,46484,37540,61077,36762,41311,30709,22850,8392,12563,14474,17351,17088,37279,44534,64817,65610,105650,105079,104788,109349,97318,98450,72096,55817,70753,50440,62220,50726,53586,115638,115121,141434,114575,88694,64971,94524,91214,89492,120187,62097,98968,102850,154121,211985,243124,123175,135516,116599,217843,284479,180556,233258,264882,443463,487054
86574,62455,68075,56540,43592,56775,41762,31883,28225,44426,26849,43695,28222,34322,21076,24020,14784,17189,30857,23736,46773,55727,53651,92421,92214,108169,128521,119407,132347,131736,144670,90116,62957,51080,57300,49793,41135,56806,67816,98551,69926,84491,72474,57209,82940,93801,102282,81818,77615,101255,153911,156982,181842,182279,176410,122542,216078,201576,235931,159834,168767,271669,267745,436759
75036,65800,56179,43785,57556,56363,27835,32388,18540,15024,31020,36476,33090,32714,22107,10562,15268,19677,24263,28495,42938,74640,92893,81318,109130,101891,78804,84823,80831,63468,73955,102655,52099,82854,77503,45583,61146,38316,51296,58964,49161,73116,59916,114367,127515,116308,107215,113543,98835,95818,155977,119059,190294,180615,173990,173998,208108,138716,119003,127514,147841,180724,213499,362083
61604,45967,44341,26353,31604,39169,34600,30748,31109,22504,15885,21779,27696,16505,18049,24657,32709,30753,25890,31811,29747,40211,30442,77214,48222,49523,41171,48983,49695,19229,33057,59555,77093,86053,88235,70034,74411,42953,38458,52415,56570,57241,60267,87478,115046,124759,117330,93582,83507,134232,145971,212553,254657,195515,133210,232004,189793,121182,77707,79452,114702,176055,206825,370146
30859,45640,34118,26327,33659,28135,36054,34659,26227,18019,14224,15714,14382,33596,42003,28513,29846,47914,49791,36204,39497,34233,37675,45890,58745,45385,53917,70983,50148,23956,30749,39408,55569,74866,76609,40871,61500,45391,41733,57768,70288,53193,81520,77637,74647,124512,95215,105973,84647,115895,122265,195984,218017,181019,214568,204324,171765,99823,74144,74683,116829,178149,236736,265911
