4543,8072,12370,16010,17982,18448,18152,18212,19419,23047,30808,44857,66824,94359,119113,135783,144383,147354,147367,146235,145861,148018,153001,159407,166458,173207,178207,180818,181840,182103,181886,181086,179198,175338,169577,164483,162357,162289,162935,164059,166089,169208,171972,172990,172128,169822,167054,164988,163712,162542,160029,154717,144465,126732,100677,72445,52060,41494,37010,34733,33487,33782,36642,44718
3128,5901,9351,11975,12914,12621,12137,12344,14057,18764,28687,46997,74969,106970,131969,146250,152528,153807,152870,150556,149100,150898,155303,160232,165060,170190,175097,178324,179784,180181,179865,178624,175675,170133,162733,157324,156284,157904,160066,162007,164772,168335,171112,172113,171403,169588,167235,164910,163112,162049,160890,158645,153368,141849,121853,96750,76069,63180,54850,48513,43513,39765,38354,42553
3137,5183,7738,9593,10213,10035,9755,10218,12542,18468,30958,53622,85547,118700,142085,153796,157691,157198,154813,151184,148842,150655,155333,160226,164374,168441,172637,175733,177203,177532,176916,174869,170190,162076,152090,144975,143522,146189,149785,152994,156967,161460,165084,166710,166358,164827,162468,159725,157556,156972,157854,159238,158873,153812,142045,125407,109330,95930,83526,71608,61147,52002,45857,46332
4571,5891,7650,9018,9590,9582,9450,10326,13690,21610,37599,63991,96696,127288,148032,157716,159758,157308,152891,147490,144057,146263,152522,159019,164009,167970,171217,173492,174501,174474,173309,169923,162620,150610,136612,126336,122805,124688,128484,132706,137871,143594,149030,152225,153026,152326,150119,147159,145377,146331,150319,155539,159203,158800,153545,144961,135780,126662,115411,100879,85460,71264,61185,58134
8416,8568,9426,10347,10725,10644,10727,12311,17399,28382,47846,75474,105607,131618,149278,157452,158091,153669,146373,138122,133093,136120,145416,155288,162431,166978,169505,170760,171010,170419,168385,163204,152652,135541,116530,102466,95739,94870,96620,100027,105118,111574,118340,122991,125661,127100,126552,124685,124437,128310,135990,145547,153445,157142,156671,153673,149984,145978,139074,126987,111201,95382,82729,75390
16945,14983,14387,14352,14014,13476,13752,16555,24260,39152,60745,85887,110632,131688,146372,153156,152620,145765,134228,121953,115028,119163,132689,147577,158121,163984,166452,166890,166153,164508,161149,153625,139313,117371,93753,76246,67153,63562,62531,63660,67395,73612,80143,84571,87895,90997,92962,93890,96430,102749,113371,127506,141092,150296,154831,156422,156855,156379,153203,145141,132644,118352,104149,91669
33298,28042,24864,22700,20590,18929,19091,23334,34241,52743,74537,95123,113522,129265,140748,145766,143520,133324,117129,100960,92378,97040,114152,134743,150440,159136,162463,162393,160558,157478,152166,141417,122506,96590,70928,52896,43506,39255,37051,36554,38557,43415,48839,52467,54774,56672,58885,61820,66131,73251,85152,102562,122743,139727,150797,157409,161340,163091,162090,157065,147741,135209,119760,102384
56097,47736,41311,35645,30546,27034,26914,32631,46471,67235,88042,104435,116895,127183,134892,137061,131789,117992,99130,81453,72239,76431,94232,118865,140411,153399,158612,158740,155882,150906,142586,127490,104098,76414,52310,36648,28441,24553,22643,21989,22922,25888,29365,31664,32356,32121,32769,35256,39327,45832,56827,75278,101744,128742,148322,159873,165886,168367,167987,164165,156173,143743,125984,104256
76320,66958,58638,50105,42472,37348,36954,43600,59250,81642,102271,115640,123011,127526,129990,127420,117385,100669,82189,66307,58527,62777,79488,104722,130034,147265,155159,156518,153181,145582,132665,112477,86077,59470,39240,26745,20072,16949,15632,15078,15367,16629,17918,18772,18779,17737,17193,18189,20822,25802,35140,53404,85710,124032,151149,164835,170668,172462,171635,167649,158943,143889,121057,94192
85844,77494,69645,61520,54219,49085,48405,54640,70600,94137,115546,127500,130672,128472,123038,113485,97875,79418,63919,53124,48986,54367,70331,95027,121927,141902,152433,155177,151796,141846,124020,98699,70702,46656,30492,20854,15545,13284,12644,12322,12093,11918,11580,11409,11176,10358,9585,9485,10717,14242,22363,41016,79179,127067,157290,169909,174420,175292,173702,168652,157123,135701,104528,73470
82955,77027,72368,68065,63741,60402,60188,66248,81733,104580,125029,135326,134351,124396,109381,91798,71956,54566,43838,39022,39512,47250,64014,89395,117821,139439,151534,155262,151994,140575,118798,88689,59302,38103,25528,18197,13980,12332,12215,12202,11513,10104,8587,7741,7349,6887,6251,5675,6087,8631,15966,35818,80226,133426,162689,173287,176631,176871,174475,167405,150635,119258,79622,49377
70523,67083,67227,68228,68676,69392,71910,78756,92685,112602,130033,137172,131559,113729,89453,65879,46243,33039,26748,25733,29463,39942,59598,88249,119016,141637,153715,157415,154067,141857,117864,84330,53495,33763,23438,17781,14488,13330,13649,13893,12795,10322,7730,6239,5646,5382,4871,4212,4398,6753,14171,36186,86153,140263,166632,175321,177816,177587,174371,164659,140929,99320,56892,31842
54854,52491,55962,61667,67548,74050,81385,89974,101693,117004,130083,133242,122610,98277,68501,44085,28237,19750,16733,17629,22783,35341,59277,94157,128132,149698,159567,161583,157086,143813,118732,84202,52740,32876,23130,18584,16132,15170,15466,15880,14776,11606,8061,5868,5053,4882,4595,4203,4668,7520,16267,41576,94534,145975,169210,176552,178485,177862,173914,161690,131693,83883,43173,22644
