102487,101012,99335,97500,95542,93477,91314,89068,86764,84429,82078,79718,77353,74983,72614,70259,67925,65608,63303,60993,58661,56292,53893,51493,49130,46839,44637,42529,40502,38536,36607,34698,32802,30929,29094,27316,25612,23996,22480,21069,19760,18541,17404,16345,15362,14457,13633,12894,12244,11684,11215,10839,10559,10377,10294,10310,10415,10598,10845,11144,11486,11860,12255,12664,13078,13498,13921,14351,14788,15233,15686,16146,16616,17107,17635,18218,18873,19606,20414,21289,22226,23222,24285,25430,26678,28053,29575,31260,33123,35175,37421,39848,42422,45090,47785,50426,52921,55172,57087,58586,59602,60086,60023,59422,58310,56726,54716,52334,49646,46725,43652,40505,37352,34251,31250,28384,25682,23155,20808,18635,16629,14779,13074,11505,10065,8755,7575,6524,5595,4779,4068,3454,2930,2490,2129,1843,1629,1485,1408,1398,1455,1578,1767,2024,2350,2746,3216,3764,4396,5116,5927,6833,7843,8970,10235,11661,13270,15090,17143,19454,22045,24928,28104,31552,35229,39067,42974,46833,50509,53859,56740,59028,60641,61550,61771,61362,60418,59052,57373,55464,53384,51183,48906,46576,44205,41799,39362,36905,34457,32069,29809,27734,25890,24314,23029,22049,21377,21006,20928,21128,21594,22316,23293,24527,26025,27799,29867,32259,35007,38137,41656,45534,49707,54075,58509,62863,66987,70730,73969,76624,78657,80067,80887,81179,81024,80514,79746,78831,77881,77001,76278,75780,75544,75579,75866,76365,77000,77647,78134,78282,77933,76963,75299,72930,69905,66311,62271,57937,53469,49019,44729,40716,37070,33850,31080,28749
109017,107686,106110,104327,102369,100251,97984,95588,93093,90532,87927,85289,82632,79960,77281,74607,71945,69298,66665,64032,61381,58699,55997,53310,50679,48138,45708,43388,41163,39007,36893,34803,32736,30698,28706,26777,24929,23180,21543,20023,18619,17322,16128,15030,14025,13114,12298,11577,10952,10423,9990,9651,9405,9253,9194,9226,9341,9531,9785,10093,10447,10842,11274,11735,12222,12734,13272,13838,14433,15058,15715,16404,17132,17907,18740,19642,20625,21691,22833,24039,25299,26605,27964,29391,30913,32552,34324,36240,38312,40547,42944,45482,48121,50805,53462,56012,58372,60456,62181,63478,64285,64563,64303,63522,62246,60511,58357,55832,52993,49909,46659,43324,39975,36670,33459,30383,27474,24748,22211,19860,17685,15676,13824,12119,10560,9146,7876,6745,5747,4872,4110,3451,2889,2417,2029,1720,1484,1319,1221,1188,1219,1314,1470,1690,1972,2318,2730,3210,3765,4395,5106,5899,6786,7781,8903,10176,11624,13269,15135,17247,19629,22297,25254,28486,31954,35598,39331,43047,46615,49898,52752,55047,56690,57642,57919,57579,56712,55426,53825,51989,49982,47857,45662,43422,41151,38857,36544,34224,31925,29693,27586,25654,23938,22470,21271,20352,19711,19344,19246,19409,19821,20478,21376,22519,23911,25565,27501,29753,32356,35336,38701,42427,46451,50684,55007,59280,63354,67078,70318,72984,75030,76458,77306,77645,77562,77154,76518,75759,74982,74283,73745,73433,73386,73612,74095,74795,75643,76518,77251,77661,77589,76902,75516,73401,70588,67155,63218,58926,54441,49925,45525,41370,37565,34182,31256,28783
115619,114464,113027,111339,109429,107308,104984,102482,99838,97093,94273,91396,88481,85540,82578,79603,76620,73635,70651,67656,64637,61589,58528,55495,52539,49695,46982,44397,41922,39530,37193,34896,32638,30426,28272,26193,24207,22331,20580,18960,17473,16111,14870,13742,12724,11812,11007,10306,9707,9209,8810,8505,8289,8163,8124,8169,8292,8488,8747,9061,9427,9841,10302,10810,11361,11957,12601,13294,14039,14839,15697,16620,17617,18694,19857,21112,22465,23912,25441,27033,28671,30346,32058,33821,35662,37603,39652,41816,44100,46508,49035,51652,54314,56963,59528,61934,64110,65983,67480,68537,69105,69155,68685,67716,66275,64393,62104,59446,56468,53233,49818,46303,42765,39263,35849,32569,29455,26528,23797,21257,18903,16725,14714,12865,11177,9649,8278,7058,5982,5040,4220,3511,2907,2399,1981,1647,1390,1204,1086,1032,1041,1111,1241,1429,1675,1981,2346,2774,3267,3828,4460,5167,5961,6856,7871,9026,10345,11848,13558,15502,17703,20180,22939,25968,29237,32692,36251,39810,43247,46431,49220,51483,53120,54086,54394,54102,53300,52085,50557,48791,46851,44800,42682,40524,38344,36151,33956,31772,29622,27545,25590,23798,22203,20833,19707,18835,18214,17842,17717,17835,18188,18771,19581,20618,21888,23404,25189,27275,29701,32493,35660,39183,43007,47050,51206,55343,59313,62967,66171,68824,70874,72323,73212,73613,73616,73322,72831,72244,71657,71158,70825,70715,70865,71287,71968,72874,73938,75044,76027,76709,76922,76533,75445,73615,71055,67829,64042,59837,55379,50833,46351,42075,38126,34592,31518,28910
122200,121250,119986,118431,116609,114530,112199,109645,106911,104041,101064,98004,94882,91713,88498,85245,81954,78630,75275,71882,68449,64979,61501,58064,54722,51513,48457,45550,42771,40096,37500,34969,32503,30106,27787,25560,23442,21449,19595,17889,16333,14922,13648,12503,11480,10574,9783,9103,8531,8063,7694,7417,7228,7122,7098,7153,7282,7480,7742,8063,8438,8869,9357,9904,10512,11183,11923,12735,13621,14588,15643,16799,18067,19455,20966,22600,24356,26225,28185,30211,32282,34380,36501,38654,40858,43133,45482,47903,50397,52963,55589,58246,60885,63448,65869,68081,70029,71654,72892,73687,74002,73816,73132,71972,70366,68343,65928,63149,60043,56668,53098,49416,45699,42013,38409,34935,31625,28501,25572,22837,20291,17930,15750,13747,11920,10267,8783,7464,6301,5283,4398,3634,2983,2436,1986,1625,1345,1139,1002,929,918,968,1075,1238,1456,1730,2060,2448,2895,3404,3978,4622,5349,6173,7110,8178,9397,10787,12370,14172,16218,18527,21107,23951,27035,30308,33695,37094,40389,43452,46147,48345,49946,50901,51220,50961,50207,49052,47586,45883,44010,42029,39985,37906,35809,33712,31629,29576,27571,25646,23837,22176,20692,19408,18341,17500,16887,16502,16346,16415,16706,17210,17924,18846,19982,21348,22966,24868,27091,29664,32599,35879,39456,43261,47198,51144,54958,58493,61616,64227,66271,67743,68684,69162,69267,69102,68768,68362,67973,67685,67565,67666,68020,68641,69523,70638,71920,73256,74488,75439,75940,75854,75076,73550,71271,68289,64696,60626,56238,51698,47168,42801,38735,35070,31863,29129
128676,127955,126889,125496,123794,121794,119506,116960,114202,111275,108212,105037,101774,98432,95009,91508,87930,84273,80537,76721,72833,68890,64937,61035,57244,53606,50141,46850,43713,40709,37819,35029,32337,29744,27256,24884,22641,20542,18600,16824,15217,13773,12482,11331,10311,9417,8644,7986,7440,6999,6655,6402,6233,6144,6131,6192,6323,6523,6786,7111,7494,7939,8450,9032,9690,10428,11253,12171,13188,14313,15558,16941,18477,20177,22043,24071,26253,28572,30997,33497,36043,38611,41189,43777,46385,49021,51684,54364,57059,59763,62462,65119,67689,70117,72346,74324,76008,77356,78316,78845,78910,78493,77597,76249,74480,72321,69789,66899,63679,60179,56469,52636,48757,44900,41122,37468,33972,30657,27531,24595,21850,19296,16936,14767,12790,11000,9394,7965,6706,5604,4647,3823,3121,2532,2047,1657,1353,1126,970,880,852,883,971,1114,1311,1562,1867,2227,2642,3115,3649,4251,4933,5709,6593,7601,8747,10050,11532,13218,15133,17296,19716,22394,25307,28412,31633,34872,38018,40947,43528,45638,47181,48107,48422,48180,47460,46349,44933,43287,41477,39561,37585,35578,33563,31557,29580,27649,25782,23998,22325,20784,19397,18185,17163,16341,15726,15320,15126,15143,15366,15788,16403,17205,18204,19414,20857,22564,24570,26904,29579,32583,35880,39409,43084,46793,50403,53774,56779,59318,61338,62829,63824,64388,64607,64583,64414,64190,64001,63923,64020,64335,64898,65724,66813,68140,69639,71200,72671,73882,74668,74884,74421,73210,71232,68521,65156,61259,56982,52489,47950,43529,39377,35605,32282,29434
134974,134491,133638,132425,130869,128984,126785,124305,121588,118676,115603,112391,109060,105612,102040,98338,94503,90530,86416,82165,77792,73335,68858,64435,60130,55996,52059,48322,44774,41398,38179,35103,32165,29365,26703,24187,21825,19630,17614,15784,14143,12680,11384,10237,9230,8353,7601,6967,6445,6027,5705,5470,5317,5239,5233,5296,5428,5626,5889,6214,6604,7061,7591,8203,8903,9700,10600,11614,12749,14021,15445,17043,18838,20843,23062,25486,28103,30887,33798,36797,39849,42923,45994,49051,52089,55104,58086,61022,63906,66729,69470,72095,74558,76813,78817,80529,81925,82978,83654,83918,83742,83106,82013,80489,78569,76282,73641,70654,67336,63731,59903,55937,51915,47907,43969,40149,36481,32981,29661,26523,23573,20819,18269,15925,13787,11850,10111,8564,7200,6008,4973,4082,3325,2689,2167,1746,1416,1168,994,887,843,859,933,1061,1242,1478,1766,2108,2503,2954,3464,4042,4699,5447,6300,7267,8364,9604,11010,12604,14412,16451,18734,21264,24024,26973,30037,33120,36114,38901,41356,43362,44830,45711,46009,45772,45073,43994,42620,41023,39267,37407,35492,33552,31612,29692,27812,25993,24248,22592,21038,19602,18298,17144,16155,15344,14718,14283,14045,14003,14154,14491,15004,15689,16551,17606,18875,20386,22172,24258,26658,29369,32363,35589,38971,42407,45777,48950,51802,54244,56221,57720,58763,59410,59746,59863,59856,59814,59823,59953,60262,60790,61563,62599,63898,65435,67146,68923,70624,72088,73150,73664,73514,72622,70955,68533,65423,61731,57600,53192,48681,44242,40035,36182,32762,29811
141022,140775,140137,139117,137730,135994,133929,131567,128951,126123,123114,119945,116623,113144,109491,105648,101602,97343,92869,88186,83319,78325,73284,68287,63412,58720,54249,50011,46001,42211,38628,35236,32030,29006,26163,23500,21023,18741,16662,14792,13127,11657,10365,9231,8243,7389,6659,6048,5548,5151,4846,4626,4483,4413,4411,4475,4604,4799,5059,5383,5776,6242,6789,7425,8162,9008,9973,11069,12310,13713,15301,17099,19137,21433,23992,26805,29853,33101,36505,40016,43592,47192,50779,54321,57798,61194,64492,67675,70732,73652,76412,78978,81308,83368,85126,86559,87658,88412,88802,88804,88398,87561,86291,84615,82566,80169,77435,74368,70976,67289,63367,59292,55149,51008,46928,42956,39124,35449,31939,28603,25451,22495,19750,17224,14915,12823,10942,9267,7791,6501,5382,4419,3601,2916,2352,1898,1541,1271,1079,956,898,902,963,1080,1252,1479,1759,2091,2478,2919,3421,3991,4638,5375,6212,7157,8223,9422,10774,12300,14024,15963,18131,20533,23158,25965,28883,31818,34663,37303,39622,41512,42892,43713,43980,43737,43049,41995,40654,39098,37389,35578,33716,31835,29960,28114,26319,24595,22954,21403,19948,18597,17361,16253,15289,14479,13837,13369,13081,12977,13052,13300,13713,14283,15015,15923,17025,18349,19921,21764,23892,26305,28986,31895,34965,38107,41211,44159,46837,49159,51073,52562,53641,54362,54803,55053,55202,55339,55542,55874,56387,57119,58098,59338,60840,62580,64496,66484,68408,70113,71440,72243,72400,71822,70469,68349,65511,62048,58091,53798,49349,44926,40695,36787,33290,30250
146758,146732,146306,145485,144285,142726,140833,138638,136179,133497,130621,127565,124326,120889,117230,113315,109120,104625,99826,94735,89388,83855,78230,72621,67126,61825,56766,51976,47457,43209,39221,35481,31979,28713,25676,22861,20269,17902,15767,13864,12185,10715,9432,8318,7353,6524,5819,5230,4749,4369,4078,3868,3733,3667,3667,3731,3859,4049,4305,4627,5020,5493,6052,6708,7473,8358,9376,10541,11873,13391,15124,17104,19364,21929,24807,27992,31456,35157,39046,43068,47171,51301,55404,59430,63340,67106,70706,74117,77328,80322,83078,85564,87749,89607,91118,92274,93081,93541,93651,93400,92777,91757,90336,88536,86387,83908,81108,77986,74546,70804,66813,62656,58417,54166,49962,45853,41871,38031,34343,30819,27470,24317,21378,18666,16182,13926,11894,10083,8488,7094,5883,4842,3958,3219,2611,2121,1736,1443,1232,1095,1025,1017,1070,1181,1348,1572,1851,2184,2571,3016,3522,4096,4748,5486,6321,7260,8312,9488,10806,12286,13948,15811,17887,20182,22687,25366,28150,30946,33647,36140,38316,40081,41359,42107,42329,42066,41380,40345,39035,37516,35846,34078,32260,30427,28605,26819,25090,23438,21874,20401,19021,17735,16550,15477,14528,13715,13052,12547,12209,12040,12038,12200,12515,12978,13590,14362,15312,16463,17837,19451,21320,23446,25821,28413,31166,34002,36826,39531,42018,44205,46041,47505,48606,49386,49918,50287,50581,50886,51273,51794,52496,53417,54585,56017,57710,59642,61753,63944,66081,68019,69599,70677,71127,70852,69808,67992,65435,62215,58453,54305,49950,45574,41348,37409,33853,30734
152132,152310,152084,151462,150458,149095,147404,145415,143161,140678,137990,135108,132019,128697,125102,121188,116913,112245,107177,101725,95935,89886,83682,77447,71305,65354,59664,54271,49194,44441,40009,35887,32066,28536,25287,22308,19593,17141,14951,13018,11329,9862,8593,7499,6559,5755,5074,4505,4043,3676,3396,3195,3065,3002,3004,3068,3194,3381,3632,3952,4345,4820,5387,6057,6842,7755,8813,10033,11438,13053,14911,17050,19507,22315,25486,29016,32872,37005,41359,45876,50492,55138,59740,64231,68553,72671,76552,80170,83509,86554,89284,91679,93714,95372,96645,97537,98065,98246,98092,97605,96780,95599,94054,92164,89949,87423,84588,81441,77980,74212,70183,65973,61663,57326,53023,48800,44688,40703,36853,33152,29620,26279,23152,20255,17593,15168,12978,11025,9303,7797,6489,5364,4410,3613,2957,2429,2012,1695,1466,1315,1233,1218,1265,1373,1542,1769,2054,2396,2796,3254,3776,4366,5033,5785,6631,7576,8629,9800,11103,12557,14179,15986,17991,20199,22600,25164,27825,30489,33049,35395,37425,39055,40218,40879,41045,40752,40059,39038,37756,36270,34634,32901,31117,29318,27533,25787,24102,22496,20981,19558,18227,16985,15836,14785,13842,13021,12334,11793,11403,11171,11097,11176,11402,11767,12271,12924,13739,14734,15928,17335,18966,20826,22912,25199,27642,30174,32714,35170,37458,39503,41252,42682,43795,44624,45234,45706,46128,46580,47126,47813,48682,49770,51110,52718,54589,56700,58994,61375,63716,65871,67689,69023,69742,69751,69001,67477,65198,62228,58680,54703,50473,46176,41982,38032,34431,31242
157116,157478,157437,157006,156200,155044,153571,151812,149796,147551,145096,142435,139550,136402,132935,129089,124805,120039,114776,109033,102862,96342,89589,82744,75950,69328,62968,56929,51248,45948,41036,36503,32334,28515,25033,21873,19023,16478,14231,12268,10570,9107,7851,6776,5858,5077,4418,3869,3422,3068,2797,2603,2477,2417,2421,2486,2610,2795,3044,3360,3752,4228,4798,5474,6270,7201,8287,9547,11009,12700,14660,16932,19558,22576,26006,29845,34059,38593,43384,48366,53466,58597,63668,68594,73304,77748,81887,85688,89132,92206,94897,97191,99076,100541,101587,102230,102497,102419,102023,101323,100323,99006,97367,95420,93179,90644,87809,84667,81212,77447,73414,69185,64836,60444,56071,51764,47551,43444,39453,35594,31894,28378,25073,21995,19154,16557,14208,12107,10251,8626,7215,6002,4973,4114,3406,2835,2385,2041,1793,1628,1537,1516,1562,1673,1848,2086,2386,2746,3168,3651,4199,4816,5510,6286,7153,8118,9188,10369,11675,13122,14724,16496,18450,20589,22904,25364,27908,30443,32863,35058,36936,38421,39457,40019,40117,39785,39082,38070,36809,35351,33743,32033,30269,28487,26719,24991,23327,21743,20249,18850,17545,16327,15196,14154,13210,12375,11663,11086,10649,10358,10217,10221,10366,10645,11057,11607,12304,13163,14197,15418,16837,18456,20276,22280,24428,26667,28931,31144,33236,35138,36799,38191,39311,40183,40862,41425,41955,42527,43201,44025,45034,46266,47756,49520,51553,53828,56291,58849,61375,63729,65760,67320,68279,68542,68059,66808,64798,62080,58758,54974,50897,46707,42569,38628,34995,31744
