141085,157129,167486,176129,184885,193120,197438,194980,184397,165526,140145,113594,93779,87098,95437,114704,137318,160121,182626,201122,212316,217511,219791,220492,220091,218851,217074,214478,209980,202015,187627,164273,133401,105169,93128,102074,129632,162150,185155,196681,199379,195157,184887,170565,155697,141275,127235,115032,104153,91790,79491,69986,62667,57642,54019,49235,42551,37065,35887,40531,52243,72161,95531,113976
135728,143544,148344,154783,163499,173092,179649,179448,171787,157414,138246,117020,100649,95924,104197,122573,145371,167922,189151,205711,215297,219589,221211,221370,220483,218667,215715,211291,204401,192251,169713,134104,94553,67043,58585,68605,95750,131133,159432,176061,183135,182142,172671,154427,129765,102511,77312,58810,47116,40020,36449,35453,35136,35228,35903,35695,33237,30365,30498,35775,47568,67679,92973,115845
120148,119505,117437,119394,125716,136220,147411,153941,153746,147035,134752,119670,108276,106572,115498,133836,156188,177994,197225,211017,218495,221652,222556,222269,221098,218773,214480,207686,197063,178474,145989,101106,62221,41722,37873,47762,71205,103874,133036,153262,165282,168528,160174,137492,103151,67825,41232,25937,18333,15114,14465,15214,16284,17437,19451,21711,22652,22917,24961,31236,43616,64258,91637,118863
94967,88768,81905,79868,83785,94910,111130,126521,136846,139599,134861,125820,118655,118461,126860,144228,165173,185524,202816,214469,220466,222852,223455,223092,221797,218949,213255,203480,187160,159415,117100,70706,40162,27380,27006,37266,58983,88365,115469,136770,151686,157038,147548,119231,77878,41424,20180,10794,7008,5640,5520,6033,6712,7592,9297,11790,14336,16786,20286,26936,39604,61798,92869,124152
66483,59854,53020,50310,54002,66369,86652,109451,129197,140982,143115,138328,132749,131271,136868,150926,169433,188174,204380,215158,220620,222852,223593,223350,221868,218226,210918,197712,174643,137585,90404,49977,28254,21050,23083,34595,57308,86024,111105,130959,145065,149037,136344,102554,57678,24757,9909,4711,2945,2356,2293,2530,2916,3479,4519,6340,9062,12519,16946,23673,36140,60045,94936,129133
43118,38550,33902,32078,36455,50061,74336,104173,131822,150333,157172,155614,150878,146635,147226,155158,169368,186370,202419,213404,219193,221797,222900,222838,221007,215946,205953,188581,159379,116967,72113,40091,24632,20683,25035,39495,65744,96652,120724,137216,147476,147925,130909,92495,45727,16487,5725,2518,1532,1224,1186,1324,1598,1996,2651,3883,6170,9793,14659,21561,34464,60595,99551,135796
27286,24582,21722,20915,25143,38525,65272,101590,136175,160149,171110,173186,170275,163974,158640,159131,167581,182302,198198,210186,216937,220048,221449,221386,218791,211356,197003,174562,142051,100747,62825,38252,27174,26198,34545,54826,87087,120241,142079,153729,158664,155356,135612,93337,43046,14048,4493,1857,1082,851,833,956,1194,1529,2031,2965,4826,8116,13123,20961,36776,68906,112462,147904
18190,15992,14349,14167,17657,28948,54423,94350,136318,166325,181505,186995,186162,179805,171415,166293,168981,180109,194687,207086,214634,218121,219376,218687,214535,203840,184325,157345,124934,89584,60196,42646,36615,40776,56271,84644,121128,151411,168072,175046,175804,169789,149303,105407,49729,16037,4955,1927,1056,807,791,916,1150,1476,1939,2761,4353,7329,12620,22692,44710,85938,132384,163509
14270,11427,10146,10242,13075,22010,43746,83751,132315,169446,189161,197239,198240,193810,186239,179207,177118,183094,194463,205469,212841,216217,216730,214603,207943,193404,169492,140189,109903,81897,61613,52431,54848,68195,92846,125856,157767,179192,189446,192758,191464,184222,164929,123507,64414,22440,6953,2569,1325,972,933,1062,1315,1685,2193,2993,4462,7307,13079,26165,55950,105115,149998,174957
14176,9897,8343,8414,10697,17808,35706,72760,125595,170351,194866,205081,207615,205298,199941,193413,188994,190825,198093,206268,211991,214080,212852,208204,197865,179204,153002,124778,99120,79162,67608,67296,80227,104597,134853,164222,185879,198250,203304,203688,200684,192947,175056,137634,80260,31881,10475,3839,1915,1359,1268,1394,1694,2158,2769,3611,5032,7755,13736,29004,64310,115850,155980,176451
18559,11627,8931,8425,10011,15704,30845,64758,119214,170520,198946,210462,213787,212915,209385,203924,199069,198755,203035,208160,211185,210571,205831,196565,180576,157313,131583,108896,91649,81059,78005,85506,106441,136697,166114,188633,202445,209282,211170,209615,204961,195782,177067,141305,88035,39600,14683,5804,2954,2046,1809,1878,2203,2751,3491,4432,5837,8391,14155,29434,64441,112587,148501,167245
31382,18852,12993,10756,11214,15867,29894,62750,117818,171207,200678,212468,216162,216044,213454,208918,204533,203526,205907,208518,208544,203650,192101,173939,150106,124250,102956,89355,83327,82902,87469,100885,126239,157255,183114,200465,210280,214630,215083,212329,205750,193322,170398,132252,82474,40077,17223,7954,4439,3076,2564,2511,2807,3357,4157,5201,6689,9187,14579,27835,56821,96747,128525,146941
58153,36700,24004,17540,15850,19930,34488,68599,123569,173287,199636,210544,214404,214821,212753,208834,204981,203590,204391,204725,200744,188122,164451,134250,106220,85116,72063,67557,71027,79294,90085,107946,136837,167987,191012,204921,212674,215987,215705,211852,202583,184279,153098,109421,63978,32282,16262,9187,5877,4269,3504,3305,3566,4109,4874,5973,7586,10105,15032,25432,45781,74402,100466,118683
95924,67710,45998,32347,26951,30268,46189,81700,133333,175502,196570,205092,208179,208787,207292,204174,200881,198620,196860,192940,181033,154738,117272,83605,62238,51069,46603,48540,57331,70579,86032,107402,139429,172085,193900,205807,212240,214700,213449,207513,193499,165606,122443,75251,39796,20876,12480,8652,6486,5163,4432,4235,4549,5159,5989,7146,8741,11149,15197,22466,35149,53457,72982,89752
128358,100926,75362,56188,46751,48802,64828,97663,140536,174209,190850,196375,197019,196794,196304,195024,192302,187724,180416,167440,141782,102362,65183,42570,31941,28440,29413,34936,45874,60753,78586,103135,138006,173029,194803,205335,210343,211760,209184,199709,177239,135162,82364,41726,20421,11437,8009,6611,5788,5261,5009,5155,5788,6699,7805,9158,10686,12571,15165,19302,26420,37231,50986,65165
145702,120771,97727,80231,70482,70870,83366,108404,140014,166175,179654,182748,180449,178185,178274,178802,175889,167148,151261,126114,90999,55429,31867,20428,15979,15647,18557,25443,37243,52878,72319,99525,136288,172511,194751,204550,208216,208196,203041,187672,152617,96809,46453,19826,9275,5542,4372,4151,4263,4569,5028,5811,7095,8629,10250,11834,13077,13914,14616,16131,19628,25533,34197,44610
151047,127229,108469,96546,89417,87158,93416,109188,130152,149297,160064,161683,157715,153245,151967,151956,147354,134315,111897,82177,51983,29523,16865,10865,8728,9141,12217,19390,31971,49350,71368,99931,135371,170200,192656,202571,205485,203543,194044,169200,119806,60196,23302,8779,3930,2430,2098,2243,2673,3353,4314,5730,7723,10104,12364,13803,14198,13790,13033,12913,14119,16895,21664,28094
153882,131290,114915,106293,100427,94776,94054,100236,110979,122274,129906,131232,127568,122865,119615,117155,111159,97702,76812,52909,32408,18732,10942,7028,5669,6215,9157,16467,30152,50049,74878,103898,136035,166708,188003,198428,201023,196679,180919,143873,84688,34180,11335,3922,1692,1050,952,1113,1495,2135,3144,4732,7102,10144,12897,14070,13570,12068,10473,9586,9559,10600,13102,16975
159163,139475,123491,113549,105274,95073,86489,82888,83617,86694,90302,92898,93046,90895,87745,85106,81568,72794,57937,40485,25624,15487,9234,5855,4653,5172,8047,15629,30811,53198,79865,108418,136608,162244,181516,191961,194132,187137,164702,117313,57306,19374,5751,1876,790,482,439,538,791,1273,2109,3524,5779,8776,11436,12482,11548,9588,7806,6686,6220,6538,7960,10551
164568,150342,135186,121383,106726,89458,73093,61394,54646,52386,53969,58362,62814,64666,64847,66103,67776,64454,53752,39164,25911,16143,9699,6113,4729,5107,7877,15501,31527,55647,82971,110091,134794,155923,172601,182113,183367,174009,146520,94850,40306,11959,3257,1008,413,248,223,281,443,783,1428,2553,4281,6433,8350,9194,8487,7016,5642,4681,4170,4201,4998,6789
169217,160932,148275,130708,107318,81087,58213,42032,32797,29354,30699,35849,42392,47811,52928,60202,67960,68733,59030,44200,30239,19322,11777,7385,5527,5654,8179,15235,30354,53764,80474,105709,127263,145045,158722,166430,167182,157022,128214,78175,30814,8599,2235,664,265,157,140,179,291,535,1006,1821,2949,4154,5188,5767,5636,5013,4260,3583,3114,2991,3372,4558
172932,168634,157878,137524,106320,72431,45860,29237,20606,17689,19062,24064,31642,40287,50790,64012,76463,79387,69468,52979,37202,24589,15349,9502,6764,6427,8507,14517,27281,47579,72202,95372,114003,128628,139401,145611,147136,139092,112944,68376,27245,7793,2032,595,233,136,119,148,235,418,757,1301,1990,2633,3156,3580,3823,3811,3572,3203,2838,2643,2779,3552
174636,171527,160838,137724,100990,63301,36805,22173,15084,12763,14134,18989,27391,39344,55500,74181,88451,90445,79995,62817,45670,31361,20016,12157,8132,7112,8569,13348,23552,40727,62572,83081,99691,112871,122850,129002,131718,126500,105052,67374,30143,9517,2587,761,292,165,139,162,238,389,635,972,1372,1760,2085,2440,2850,3213,3424,3463,3360,3181,3126,3524
173393,169905,157806,131698,92513,55647,31754,19112,13089,11153,12497,17378,26809,42190,63403,85564,98850,98121,86667,69969,52639,37034,24237,14910,9678,7825,8485,12102,20485,35466,55105,74282,91086,105608,117742,125506,128796,124807,107987,77359,41368,15172,4402,1321,502,275,221,240,313,439,609,805,1019,1245,1489,1841,2359,3023,3765,4503,5004,4981,4563,4360
170252,165926,152544,125045,87005,53055,31551,19694,13658,11450,12541,17669,28744,47746,72654,95279,105952,102328,89543,72528,54771,38801,26016,16772,11092,8612,8686,11549,18708,31656,49341,68954,88406,107040,123537,134036,138359,136021,124043,99989,63515,27603,8902,2817,1104,607,469,464,519,598,688,786,885,1005,1204,1580,2218,3226,4781,6891,8697,8931,7686,6334
165311,161239,148528,123812,89534,58163,37138,24502,16999,13567,14168,19669,32517,55045,82644,103780,110395,103690,89086,70406,51326,35514,24115,16322,11400,9059,9116,11752,17960,28632,44288,64705,88199,112437,133901,147535,154271,155418,148883,130398,94815,49661,19035,6856,2928,1658,1246,1116,1050,988,951,947,966,1035,1237,1661,2481,4087,7225,12272,16934,17462,14241,10534
157087,155311,146796,128765,100847,71931,49717,34542,24047,18466,18362,24238,38522,63520,91791,109284,110955,100263,82981,63092,44154,29597,20063,13975,10399,8850,9317,12102,17773,26735,40691,61618,88559,117334,142319,159244,169432,174420,172140,158830,128401,81267,39370,17486,8678,5255,3876,3133,2501,1965,1622,1443,1383,1441,1693,2296,3633,6710,13453,24964,35527,36549,29103,20286
146960,149162,147700,138763,119491,94272,70514,50491,35028,26445,25195,31140,46118,70884,95847,107829,104269,90273,71110,51770,35837,24295,16696,11796,9121,8189,8946,11786,17166,25481,38458,59019,86696,116618,144071,165854,180253,187816,187883,178684,155558,116067,73051,42481,25750,17310,12807,9526,6619,4463,3242,2647,2465,2584,3060,4281,7178,14191,29303,52998,72247,73566,59204,41490
142928,150086,156264,155491,143882,123163,97467,70544,48224,35535,32288,37166,50839,72109,91700,98586,91129,75809,58018,42190,30511,22153,15946,11443,8850,7891,8383,10699,15337,22919,35085,54421,80887,110858,141360,168675,187108,196029,197235,190879,174871,148799,117629,89169,67202,51212,38860,27668,17645,10612,6894,5295,4970,5416,6671,9789,16939,33141,63010,99235,122454,122163,101629,74907
153353,164819,174790,177215,169638,151678,123746,89830,60261,42889,36877,39434,49430,65125,79440,83262,74937,61339,47537,36561,28865,23029,17874,13357,10192,8484,8004,9085,12126,17973,28313,45509,70727,102706,137890,170181,191744,201706,203873,199942,190303,177017,162494,147652,131754,113370,91896,66761,41884,23856,14551,11095,10884,12501,16029,23844,40045,70166,111725,147044,163757,159554,137075,106972
176869,187546,194949,196139,189739,173415,144526,105420,69307,47273,37945,37325,43195,53720,63403,65564,59205,49191,39870,33238,28895,25042,20752,16217,12229,9339,7617,7290,8606,12128,19437,33518,57110,91474,132800,170565,194939,206429,209877,208326,203542,198037,193750,189997,184038,172799,153353,122335,83206,49785,31099,24440,24845,29527,38453,54393,80762,117660,153868,176812,184097,175947,153348,124000
200065,206009,208729,207477,200951,185238,155625,113323,72594,46916,35190,32327,35364,42329,48972,50232,45899,39508,34123,30608,28480,26160,22680,18129,13337,9407,6875,5724,5936,7763,12344,22613,42678,76618,122696,166945,195569,209345,214293,214751,213080,211279,210606,210538,209153,204288,193228,170691,133248,91905,63702,52326,53142,62211,77680,98447,124202,151857,173535,185188,185716,173292,148361,119032
213932,215960,215552,212146,204228,187803,156720,111612,68728,41856,29322,25486,27181,32208,37281,38623,36016,32368,29800,28491,27751,26655,23844,19154,13512,8853,6030,4626,4370,5321,8227,15268,30516,59899,106542,157035,191811,209003,215731,217880,218258,218276,218637,219218,219128,217124,211482,198342,172456,136782,107118,92567,91901,102057,117967,134254,149627,163187,172422,174978,167873,148183,119017,91771
220392,220292,217894,212320,201471,182340,150067,105119,62531,35902,23299,19116,19938,23783,28298,30466,29844,28184,27240,27358,28077,28280,25967,20768,14096,8825,5731,4192,3732,4295,6447,11791,23456,47007,89088,142154,183613,205624,214886,218800,220634,221585,222217,222800,223033,222133,218922,210887,194373,168711,143267,127884,124449,131169,141920,150383,154192,154353,150940,141298,123166,97987,72773,55760
223217,221885,217961,210082,195565,172789,140333,98256,57868,32090,19854,15527,15573,18329,22386,25528,26858,26914,26906,27976,30422,32659,31346,25419,17219,10657,6740,4753,4045,4493,6623,11882,22544,42650,78992,129315,174627,201635,213973,219470,222027,223186,223779,224232,224471,223914,221708,216128,204616,186229,165109,149175,142859,145176,149983,150513,143314,129568,110881,88420,65753,47605,35607,29633
224499,222586,217686,208031,191027,165739,132945,93424,56316,31998,20092,15532,14952,16975,20701,24700,27642,28975,29647,31635,36522,42217,43256,37112,26502,16817,10543,7220,5961,6566,9666,16826,29343,49748,82971,128362,172543,201109,214776,220689,223101,223968,224316,224560,224662,224188,222403,217925,208831,194069,175436,158888,149232,146301,144800,138098,121781,97490,70366,46619,30315,21447,17497,16415
224969,222955,218013,208309,191198,165533,132130,93598,58858,36122,24148,19027,18145,20175,23915,28189,32091,34601,36298,40150,48711,59322,64814,60271,47200,32244,20711,14097,11671,13089,19231,31360,48647,71854,103693,143226,180726,204968,216704,221659,223570,224149,224208,224183,224143,223721,222053,218001,210009,196605,178647,160918,147191,138057,130063,117592,97191,71102,46241,27889,17160,12265,10757,11031
224685,222665,218136,209592,194526,170993,138606,100156,65639,43161,31096,25859,25132,27422,31001,34929,39130,43421,47963,55388,68183,83231,93689,93405,81239,62102,43204,30822,26495,30128,42440,62630,85291,109097,136772,166911,193369,210073,218258,221900,223369,223762,223634,223458,223387,223005,221377,217358,209388,195716,176764,157111,139890,125781,113478,98475,79375,58203,38471,23635,14843,10851,9838,10378
223713,221227,216755,209599,197893,178945,150067,111958,75263,50815,38671,34150,33990,36011,38604,41779,46361,53484,63474,76899,93566,111303,124665,128746,121433,103455,80085,62277,56014,62034,80598,107215,130988,150037,168731,187501,203351,213499,218722,221292,222485,222866,222797,222740,222834,222468,220638,216012,206788,191018,169356,147454,128538,112851,99960,86446,71889,57298,42207,28687,19703,15429,14306,14835
221897,218338,213405,207250,198799,185288,161919,126255,87661,60138,46936,42618,42278,42826,43474,45413,50638,61321,77992,98774,119794,138227,151495,156917,153005,139366,118535,100333,93410,100094,120219,146811,167457,180805,191316,200690,208398,213913,217377,219542,220774,221369,221624,221890,222291,222013,219692,213727,201868,182136,156649,132560,113380,99086,88989,80044,71433,63164,53527,42795,34405,30377,29520,29852
218824,214015,208259,202511,196593,187736,169970,139144,102010,73126,57816,51442,48367,45972,44496,45392,51267,65151,87788,114552,139004,157533,169183,173462,170446,160152,143902,128724,123332,131722,151520,174178,190431,199592,204819,207661,209135,210546,212872,215605,217450,218545,219311,220047,220789,220589,217522,209289,193313,168592,139619,114362,96509,85273,78449,73543,70304,68662,67302,65018,62658,62585,64627,65090
214033,208509,202200,196781,192868,187194,173740,149135,118325,91773,73973,62613,54106,47527,43703,43623,49582,64995,91203,121948,148708,167342,177561,180389,176987,167895,154600,143514,142572,154380,173408,191620,203604,209470,211399,210132,206559,203508,204324,207836,210824,212854,214559,215921,216702,216104,211372,199082,177166,147666,117839,94535,80254,72561,67568,63899,63185,66753,75132,86216,96232,104274,110448,111571
206448,201643,196225,191556,188896,185511,176142,159060,137460,115551,95625,77931,62336,50368,43335,41622,46819,62081,89209,122626,151335,170152,179628,181832,178118,169519,158992,152915,157419,171496,188378,201923,209832,213091,212776,208668,201192,193752,191666,194554,198237,201569,204815,206908,207113,204830,196360,177058,148023,117391,92387,75365,65793,60235,55623,51143,49958,55461,70243,92216,114285,130277,139203,141184
193425,191244,188193,185122,184011,183224,178937,170013,157641,141099,119874,96298,73852,56318,45334,41317,45112,59095,85361,119249,148434,167102,176786,180079,178126,172355,166186,164966,171994,184393,197170,206823,211874,212976,210351,203412,192493,181208,175097,174952,177757,181487,185350,187525,186181,180179,165144,138210,107107,82515,66580,57538,52416,48034,43191,37700,35308,39881,54228,78845,107639,129895,142299,145857
172209,174543,175966,176886,179079,182038,183003,181118,175840,164275,143464,115711,87692,65147,50635,44503,46849,59014,81817,112096,139765,158473,169831,176299,178332,177136,175867,177521,183509,192155,200772,207389,210472,209727,204502,194381,180555,166715,157115,152413,151799,152634,152975,151592,147166,137545,118698,92599,69589,54871,46331,42303,39879,36695,32229,26864,23956,26365,36051,55537,82655,107298,122367,126308
